id,cidade,id_estado,sigla,estado,latitude,longitude,gps,populacao
3514502,DUARTINA,35,SP,SAO PAULO,-22.4145620,-49.4083550,"-22.414562,-49.408355",12445
3514601,DUMONT,35,SP,SAO PAULO,-21.2391417,-47.9747665,"-21.2391417,-47.9747665",9868
3514700,ECHAPORA,35,SP,SAO PAULO,-22.4325855,-50.2037693,"-22.4325855,-50.2037693",6102
3514809,ELDORADO,35,SP,SAO PAULO,-23.7259107,-46.6214168,"-23.7259107,-46.6214168",15494
3514908,ELIAS FAUSTO,35,SP,SAO PAULO,-23.0416538,-47.3718002,"-23.0416538,-47.3718002",17772
3514924,ELISIARIO,35,SP,SAO PAULO,-21.1673392,-49.1111015,"-21.1673392,-49.1111015",3651
3514957,EMBAUBA,35,SP,SAO PAULO,-20.9819513,-48.8374550,"-20.9819513,-48.837455",2452
3515004,EMBU DAS ARTES,35,SP,SAO PAULO,-23.6495294,-46.8528497,"-23.6495294,-46.8528497",273726
3515103,EMBU-GUACU,35,SP,SAO PAULO,-23.8317997,-46.8156204,"-23.8317997,-46.8156204",69385
3515129,EMILIANOPOLIS,35,SP,SAO PAULO,-21.8314360,-51.4831680,"-21.831436,-51.483168",3214
3515152,ENGENHEIRO COELHO,35,SP,SAO PAULO,-22.4896659,-47.2119005,"-22.4896659,-47.2119005",20773
3515186,ESPIRITO SANTO DO PINHAL,35,SP,SAO PAULO,-22.1908710,-46.7476700,"-22.190871,-46.74767",44330
3515194,ESPIRITO SANTO DO TURVO,35,SP,SAO PAULO,-22.6939723,-49.4295067,"-22.6939723,-49.4295067",4829
3515202,ESTRELA D'OESTE,35,SP,SAO PAULO,-20.2860692,-50.3986216,"-20.2860692,-50.3986216",8419
3515301,ESTRELA DO NORTE,35,SP,SAO PAULO,-22.4886301,-51.6606857,"-22.4886301,-51.6606857",2766
3515350,EUCLIDES DA CUNHA PAULISTA,35,SP,SAO PAULO,-22.5545200,-52.5927790,"-22.55452,-52.592779",9371
3515400,FARTURA,35,SP,SAO PAULO,-23.3900390,-49.5109023,"-23.390039,-49.5109023",16036
3515509,FERNANDOPOLIS,35,SP,SAO PAULO,-20.2825647,-50.2500762,"-20.2825647,-50.2500762",69116
3515608,FERNANDO PRESTES,35,SP,SAO PAULO,-21.2660610,-48.6873840,"-21.266061,-48.687384",5783
3515657,FERNAO,35,SP,SAO PAULO,-22.3595388,-49.5209504,"-22.3595388,-49.5209504",1716
3515707,FERRAZ DE VASCONCELOS,35,SP,SAO PAULO,-23.5410560,-46.3709700,"-23.541056,-46.37097",194276
3515806,FLORA RICA,35,SP,SAO PAULO,-21.6760063,-51.3804532,"-21.6760063,-51.3804532",1464
3515905,FLOREAL,35,SP,SAO PAULO,-20.6767063,-50.1455638,"-20.6767063,-50.1455638",2917
3516002,FLORIDA PAULISTA,35,SP,SAO PAULO,-21.6140610,-51.1729548,"-21.614061,-51.1729548",14640
3516101,FLORINEA,35,SP,SAO PAULO,-22.9016004,-50.7268005,"-22.9016004,-50.7268005",2676
3516200,FRANCA,35,SP,SAO PAULO,-20.5381768,-47.4009795,"-20.5381768,-47.4009795",353187
3516309,FRANCISCO MORATO,35,SP,SAO PAULO,-23.2817308,-46.7448996,"-23.2817308,-46.7448996",175844
3516408,FRANCO DA ROCHA,35,SP,SAO PAULO,-23.3328038,-46.7244460,"-23.3328038,-46.724446",154489
3516507,GABRIEL MONTEIRO,35,SP,SAO PAULO,-21.5299436,-50.5533059,"-21.5299436,-50.5533059",2776
3516606,GALIA,35,SP,SAO PAULO,-22.2936976,-49.5516228,"-22.2936976,-49.5516228",6548
3516705,GARCA,35,SP,SAO PAULO,-22.2125766,-49.6547994,"-22.2125766,-49.6547994",44390
3516804,GASTAO VIDIGAL,35,SP,SAO PAULO,-20.7952902,-50.1905016,"-20.7952902,-50.1905016",4808
3516853,GAVIAO PEIXOTO,35,SP,SAO PAULO,-21.8377536,-48.4928530,"-21.8377536,-48.492853",4789
3516903,GENERAL SALGADO,35,SP,SAO PAULO,-20.6488139,-50.3608101,"-20.6488139,-50.3608101",10869
3517000,GETULINA,35,SP,SAO PAULO,-21.7988557,-49.9288096,"-21.7988557,-49.9288096",11409
3517109,GLICERIO,35,SP,SAO PAULO,-21.3814805,-50.2100452,"-21.3814805,-50.2100452",4815
3517208,GUAICARA,35,SP,SAO PAULO,-21.6195370,-49.8012870,"-21.619537,-49.801287",12168
3517307,GUAIMBE,35,SP,SAO PAULO,-21.9090720,-49.8986100,"-21.909072,-49.89861",5765
3517406,GUAIRA,35,SP,SAO PAULO,-20.3245873,-48.3148818,"-20.3245873,-48.3148818",40790
3517505,GUAPIACU,35,SP,SAO PAULO,-20.7966300,-49.2253917,"-20.79663,-49.2253917",21454
3517604,GUAPIARA,35,SP,SAO PAULO,-24.1892100,-48.5295490,"-24.18921,-48.529549",17157
3517703,GUARA,35,SP,SAO PAULO,-20.4290496,-47.8250067,"-20.4290496,-47.8250067",21220
3517802,GUARACAI,35,SP,SAO PAULO,-21.0310270,-51.2064201,"-21.031027,-51.2064201",8323
3517901,GUARACI,35,SP,SAO PAULO,-20.4976771,-48.9452074,"-20.4976771,-48.9452074",11188
3518008,GUARANI D'OESTE,35,SP,SAO PAULO,-20.0737613,-50.3379634,"-20.0737613,-50.3379634",2000
3518107,GUARANTA,35,SP,SAO PAULO,-21.8950705,-49.5901070,"-21.8950705,-49.590107",6664
3518206,GUARARAPES,35,SP,SAO PAULO,-21.2537115,-50.6441746,"-21.2537115,-50.6441746",32939
3518305,GUARAREMA,35,SP,SAO PAULO,-23.4133724,-46.0379249,"-23.4133724,-46.0379249",29798
3518404,GUARATINGUETA,35,SP,SAO PAULO,-22.8057839,-45.1908926,"-22.8057839,-45.1908926",121798
3518503,GUAREI,35,SP,SAO PAULO,-23.3718195,-48.1846850,"-23.3718195,-48.184685",18520
3518602,GUARIBA,35,SP,SAO PAULO,-21.3593800,-48.2315800,"-21.35938,-48.23158",40105
3518701,GUARUJA,35,SP,SAO PAULO,-23.9927768,-46.2558332,"-23.9927768,-46.2558332",320459
3518800,GUARULHOS,35,SP,SAO PAULO,-23.4430602,-46.5244590,"-23.4430602,-46.524459",1379182
3518859,GUATAPARA,35,SP,SAO PAULO,-21.4960920,-48.0360685,"-21.496092,-48.0360685",7656
3518909,GUZOLANDIA,35,SP,SAO PAULO,-20.6491637,-50.6622974,"-20.6491637,-50.6622974",5267
3519006,HERCULANDIA,35,SP,SAO PAULO,-22.0045080,-50.3862746,"-22.004508,-50.3862746",9526
3519055,HOLAMBRA,35,SP,SAO PAULO,-22.6332028,-47.0545305,"-22.6332028,-47.0545305",14930
3519071,HORTOLANDIA,35,SP,SAO PAULO,-22.8583300,-47.2200000,"-22.85833,-47.22",230851
3519105,IACANGA,35,SP,SAO PAULO,-21.8928341,-49.0226082,"-21.8928341,-49.0226082",11710
3519204,IACRI,35,SP,SAO PAULO,-21.8583385,-50.6892931,"-21.8583385,-50.6892931",6321
3519253,IARAS,35,SP,SAO PAULO,-22.8742567,-49.1593923,"-22.8742567,-49.1593923",9240
3519303,IBATE,35,SP,SAO PAULO,-21.9554092,-47.9989614,"-21.9554092,-47.9989614",35104
3519402,IBIRA,35,SP,SAO PAULO,-21.0815104,-49.2424619,"-21.0815104,-49.2424619",12393
3519501,IBIRAREMA,35,SP,SAO PAULO,-22.8138003,-50.0737669,"-22.8138003,-50.0737669",7753
3519600,IBITINGA,35,SP,SAO PAULO,-21.7562300,-48.8319030,"-21.75623,-48.831903",60033
3519709,IBIUNA,35,SP,SAO PAULO,-23.6548363,-47.2210116,"-23.6548363,-47.2210116",78878
3519808,ICEM,35,SP,SAO PAULO,-20.3413103,-49.1970982,"-20.3413103,-49.1970982",8243
3519907,IEPE,35,SP,SAO PAULO,-22.6601650,-51.0778810,"-22.660165,-51.077881",8159
3520004,IGARACU DO TIETE,35,SP,SAO PAULO,-22.5090440,-48.5596720,"-22.509044,-48.559672",24674
3520103,IGARAPAVA,35,SP,SAO PAULO,-20.0411471,-47.7477444,"-20.0411471,-47.7477444",30432
3520202,IGARATA,35,SP,SAO PAULO,-23.2063475,-46.1569340,"-23.2063475,-46.156934",9534
3520301,IGUAPE,35,SP,SAO PAULO,-24.7042692,-47.5563733,"-24.7042692,-47.5563733",30857
3520400,ILHABELA,35,SP,SAO PAULO,-23.8166280,-45.3686850,"-23.816628,-45.368685",34970
3520426,ILHA COMPRIDA,35,SP,SAO PAULO,-24.7445292,-47.5525529,"-24.7445292,-47.5525529",11166
3520442,ILHA SOLTEIRA,35,SP,SAO PAULO,-20.4281001,-51.3410871,"-20.4281001,-51.3410871",26686
3520509,INDAIATUBA,35,SP,SAO PAULO,-23.0902800,-47.2180600,"-23.09028,-47.21806",251627
3520608,INDIANA,35,SP,SAO PAULO,-22.1748508,-51.2534615,"-22.1748508,-51.2534615",4885
3520707,INDIAPORA,35,SP,SAO PAULO,-19.9802644,-50.2906035,"-19.9802644,-50.2906035",3897
3520806,INUBIA PAULISTA,35,SP,SAO PAULO,-21.7705076,-50.9614046,"-21.7705076,-50.9614046",3991
3520905,IPAUSSU,35,SP,SAO PAULO,-23.0544285,-49.6264306,"-23.0544285,-49.6264306",14971
3521002,IPERO,35,SP,SAO PAULO,-23.3508977,-47.6876110,"-23.3508977,-47.687611",37133
3521101,IPEUNA,35,SP,SAO PAULO,-22.4356582,-47.7146714,"-22.4356582,-47.7146714",7546
3521150,IPIGUA,35,SP,SAO PAULO,-20.6572820,-49.3881146,"-20.657282,-49.3881146",5392
3521200,IPORANGA,35,SP,SAO PAULO,-24.5843214,-48.5940280,"-24.5843214,-48.594028",4218
3521309,IPUA,35,SP,SAO PAULO,-20.4441839,-48.0125040,"-20.4441839,-48.012504",16409
3521408,IRACEMAPOLIS,35,SP,SAO PAULO,-22.5832340,-47.5229630,"-22.583234,-47.522963",24235
3521507,IRAPUA,35,SP,SAO PAULO,-21.2791964,-49.4101967,"-21.2791964,-49.4101967",7993
3521606,IRAPURU,35,SP,SAO PAULO,-21.5691828,-51.3494606,"-21.5691828,-51.3494606",8294
3521705,ITABERA,35,SP,SAO PAULO,-23.8621345,-49.1398926,"-23.8621345,-49.1398926",17556
3521804,ITAI,35,SP,SAO PAULO,-23.4172598,-49.0935788,"-23.4172598,-49.0935788",27125
3521903,ITAJOBI,35,SP,SAO PAULO,-21.3122940,-49.0596336,"-21.312294,-49.0596336",15262
3522000,ITAJU,35,SP,SAO PAULO,-21.9816841,-48.8046536,"-21.9816841,-48.8046536",3835
3522109,ITANHAEM,35,SP,SAO PAULO,-24.1848847,-46.7921572,"-24.1848847,-46.7921572",101816
3522158,ITAOCA,35,SP,SAO PAULO,-24.6409691,-48.8410159,"-24.6409691,-48.8410159",3328
3522208,ITAPECERICA DA SERRA,35,SP,SAO PAULO,-23.7176303,-46.8492435,"-23.7176303,-46.8492435",175693
3522307,ITAPETININGA,35,SP,SAO PAULO,-23.5886070,-48.0483260,"-23.588607,-48.048326",163901
3522406,ITAPEVA,35,SP,SAO PAULO,-23.9849105,-48.8803886,"-23.9849105,-48.8803886",94354
3522505,ITAPEVI,35,SP,SAO PAULO,-23.5488800,-46.9338890,"-23.54888,-46.933889",237700
3522604,ITAPIRA,35,SP,SAO PAULO,-22.4361110,-46.8216670,"-22.436111,-46.821667",74773
3522653,ITAPIRAPUA PAULISTA,35,SP,SAO PAULO,-24.5735083,-49.1703846,"-24.5735083,-49.1703846",4241
3522703,ITAPOLIS,35,SP,SAO PAULO,-21.5958368,-48.8122696,"-21.5958368,-48.8122696",43120
3522802,ITAPORANGA,35,SP,SAO PAULO,-23.7066252,-49.4895934,"-23.7066252,-49.4895934",15149
3522901,ITAPUI,35,SP,SAO PAULO,-22.2346755,-48.7189744,"-22.2346755,-48.7189744",13992
3523008,ITAPURA,35,SP,SAO PAULO,-20.6435211,-51.5084479,"-20.6435211,-51.5084479",4906
3523107,ITAQUAQUECETUBA,35,SP,SAO PAULO,-23.4754492,-46.3514033,"-23.4754492,-46.3514033",370821
3523206,ITARARE,35,SP,SAO PAULO,-23.7611004,-46.7971837,"-23.7611004,-46.7971837",50503
3523305,ITARIRI,35,SP,SAO PAULO,-24.2900711,-47.1761510,"-24.2900711,-47.176151",17436
3523404,ITATIBA,35,SP,SAO PAULO,-22.9965861,-46.8412042,"-22.9965861,-46.8412042",120858
3523503,ITATINGA,35,SP,SAO PAULO,-23.7766273,-46.1119689,"-23.7766273,-46.1119689",20697
3523602,ITIRAPINA,35,SP,SAO PAULO,-22.2536514,-47.8212546,"-22.2536514,-47.8212546",18157
3523701,ITIRAPUA,35,SP,SAO PAULO,-20.6406814,-47.2193817,"-20.6406814,-47.2193817",6499
3523800,ITOBI,35,SP,SAO PAULO,-21.7308530,-46.9743000,"-21.730853,-46.9743",7841
3523909,ITU,35,SP,SAO PAULO,-23.2638828,-47.2988920,"-23.2638828,-47.298892",173939
3524006,ITUPEVA,35,SP,SAO PAULO,-23.1531055,-47.0580347,"-23.1531055,-47.0580347",61252
3524105,ITUVERAVA,35,SP,SAO PAULO,-20.3366604,-47.7797924,"-20.3366604,-47.7797924",41824
3524204,JABORANDI,35,SP,SAO PAULO,-20.6921079,-48.4144076,"-20.6921079,-48.4144076",6929
3524303,JABOTICABAL,35,SP,SAO PAULO,-21.2520370,-48.3252230,"-21.252037,-48.325223",77263
3524402,JACAREI,35,SP,SAO PAULO,-23.3052800,-45.9658300,"-23.30528,-45.96583",233662
3524501,JACI,35,SP,SAO PAULO,-20.8844434,-49.5710544,"-20.8844434,-49.5710544",7067
3524600,JACUPIRANGA,35,SP,SAO PAULO,-24.7037730,-48.0060639,"-24.703773,-48.0060639",17866
3524709,JAGUARIUNA,35,SP,SAO PAULO,-22.7037400,-46.9850620,"-22.70374,-46.985062",57488
3524808,JALES,35,SP,SAO PAULO,-20.2671767,-50.5492435,"-20.2671767,-50.5492435",49107
3524907,JAMBEIRO,35,SP,SAO PAULO,-23.2556416,-45.6919926,"-23.2556416,-45.6919926",6602
3525003,JANDIRA,35,SP,SAO PAULO,-23.5282044,-46.9019554,"-23.5282044,-46.9019554",124937
3525102,JARDINOPOLIS,35,SP,SAO PAULO,-21.0255126,-47.7706807,"-21.0255126,-47.7706807",44380
3525201,JARINU,35,SP,SAO PAULO,-23.0949584,-46.7148636,"-23.0949584,-46.7148636",30044
3525300,JAU,35,SP,SAO PAULO,-22.2935850,-48.5591930,"-22.293585,-48.559193",150252
3525409,JERIQUARA,35,SP,SAO PAULO,-20.3104773,-47.5915669,"-20.3104773,-47.5915669",3159
3525508,JOANOPOLIS,35,SP,SAO PAULO,-22.9300040,-46.2752080,"-22.930004,-46.275208",13220
3525607,JOAO RAMALHO,35,SP,SAO PAULO,-22.2486157,-50.7677114,"-22.2486157,-50.7677114",4523
3525706,JOSE BONIFACIO,35,SP,SAO PAULO,-23.5640910,-46.4347666,"-23.564091,-46.434766582998",37015
3525805,JULIO MESQUITA,35,SP,SAO PAULO,-22.0099839,-49.7889446,"-22.0099839,-49.7889446",4776
3525854,JUMIRIM,35,SP,SAO PAULO,-23.0843839,-47.7882279,"-23.0843839,-47.7882279",3367
3525904,JUNDIAI,35,SP,SAO PAULO,-23.1887866,-46.8845122,"-23.1887866,-46.8845122",418962
3526001,JUNQUEIROPOLIS,35,SP,SAO PAULO,-21.5109531,-51.4351505,"-21.5109531,-51.4351505",20679
3526100,JUQUIA,35,SP,SAO PAULO,-24.3172209,-47.6355618,"-24.3172209,-47.6355618",18812
3526209,JUQUITIBA,35,SP,SAO PAULO,-23.9323460,-47.0714217,"-23.932346,-47.0714217",31444
3526308,LAGOINHA,35,SP,SAO PAULO,-23.0898337,-45.1903825,"-23.0898337,-45.1903825",4896
3526407,LARANJAL PAULISTA,35,SP,SAO PAULO,-23.0505640,-47.8375490,"-23.050564,-47.837549",28516
3526506,LAVINIA,35,SP,SAO PAULO,-21.1676933,-51.0434733,"-21.1676933,-51.0434733",11980
3526605,LAVRINHAS,35,SP,SAO PAULO,-22.5700470,-44.9023590,"-22.570047,-44.902359",7260
3526704,LEME,35,SP,SAO PAULO,-22.1858330,-47.3900000,"-22.185833,-47.39",103391
3526803,LENCOIS PAULISTA,35,SP,SAO PAULO,-22.6029897,-48.8031367,"-22.6029897,-48.8031367",68432
3526902,LIMEIRA,35,SP,SAO PAULO,-22.5615068,-47.4017660,"-22.5615068,-47.401766",306114
3527009,LINDOIA,35,SP,SAO PAULO,-22.5230560,-46.6500000,"-22.523056,-46.65",7980
3527108,LINS,35,SP,SAO PAULO,-21.6741873,-49.7518932,"-21.6741873,-49.7518932",78013
3527207,LORENA,35,SP,SAO PAULO,-22.7367652,-45.1070876,"-22.7367652,-45.1070876",88706
3527256,LOURDES,35,SP,SAO PAULO,-20.9672545,-50.2249660,"-20.9672545,-50.224966",2289
3527306,LOUVEIRA,35,SP,SAO PAULO,-23.0863900,-46.9505600,"-23.08639,-46.95056",48885
3527405,LUCELIA,35,SP,SAO PAULO,-21.7211293,-51.0188000,"-21.7211293,-51.0188",21747
3527504,LUCIANOPOLIS,35,SP,SAO PAULO,-22.4310459,-49.5219241,"-22.4310459,-49.5219241",2394
3527603,LUIS ANTONIO,35,SP,SAO PAULO,-21.5524630,-47.7033894,"-21.552463,-47.7033894",14947
3527702,LUIZIANIA,35,SP,SAO PAULO,-21.6763356,-50.3269863,"-21.6763356,-50.3269863",5790
3527801,LUPERCIO,35,SP,SAO PAULO,-22.4145801,-49.8183516,"-22.4145801,-49.8183516",4584
3527900,LUTECIA,35,SP,SAO PAULO,-22.3383780,-50.3940070,"-22.338378,-50.394007",2649
3528007,MACATUBA,35,SP,SAO PAULO,-22.5002200,-48.7102290,"-22.50022,-48.710229",17163
3528106,MACAUBAL,35,SP,SAO PAULO,-20.8071616,-49.9648439,"-20.8071616,-49.9648439",8120
3528205,MACEDONIA,35,SP,SAO PAULO,-20.1454034,-50.1939110,"-20.1454034,-50.193911",3698
3528304,MAGDA,35,SP,SAO PAULO,-20.6444651,-50.2260983,"-20.6444651,-50.2260983",3119
3528403,MAIRINQUE,35,SP,SAO PAULO,-23.5401247,-47.1846323,"-23.5401247,-47.1846323",47150
3528502,MAIRIPORA,35,SP,SAO PAULO,-23.3186111,-46.5866667,"-23.3186111,-46.5866667",100179
3528601,MANDURI,35,SP,SAO PAULO,-23.0059018,-49.3171910,"-23.0059018,-49.317191",9846
3528700,MARABA PAULISTA,35,SP,SAO PAULO,-22.1069936,-51.9629504,"-22.1069936,-51.9629504",5853
3528809,MARACAI,35,SP,SAO PAULO,-22.6112679,-50.6670685,"-22.6112679,-50.6670685",14002
3528858,MARAPOAMA,35,SP,SAO PAULO,-21.2574769,-49.1314719,"-21.2574769,-49.1314719",3031
3528908,MARIAPOLIS,35,SP,SAO PAULO,-21.7966708,-51.1831475,"-21.7966708,-51.1831475",4084
3529005,MARILIA,35,SP,SAO PAULO,-22.2171080,-49.9500600,"-22.217108,-49.95006",238882
3529104,MARINOPOLIS,35,SP,SAO PAULO,-20.4408333,-50.8227778,"-20.4408333,-50.8227778",2112
3529203,MARTINOPOLIS,35,SP,SAO PAULO,-22.1461530,-51.1709490,"-22.146153,-51.170949",26461
3529302,MATAO,35,SP,SAO PAULO,-19.9988701,-49.3357650,"-19.9988701,-49.335765",83170
3529401,MAUA,35,SP,SAO PAULO,-23.6669527,-46.4616922,"-23.6669527,-46.4616922",472912
3529500,MENDONCA,35,SP,SAO PAULO,-21.1838813,-49.5790590,"-21.1838813,-49.579059",5490
3529609,MERIDIANO,35,SP,SAO PAULO,-20.3547223,-50.1725740,"-20.3547223,-50.172574",3836
3529658,MESOPOLIS,35,SP,SAO PAULO,-19.9662274,-50.6190438,"-19.9662274,-50.6190438",1908
3529708,MIGUELOPOLIS,35,SP,SAO PAULO,-20.1796120,-48.0309970,"-20.179612,-48.030997",22226
3529807,MINEIROS DO TIETE,35,SP,SAO PAULO,-22.4133188,-48.4505540,"-22.4133188,-48.450554",12908
3529906,MIRACATU,35,SP,SAO PAULO,-24.2839078,-47.4535128,"-24.2839078,-47.4535128",19779
3530003,MIRA ESTRELA,35,SP,SAO PAULO,-19.9806298,-50.1368730,"-19.9806298,-50.136873",3086
3530102,MIRANDOPOLIS,35,SP,SAO PAULO,-21.1328313,-51.1029422,"-21.1328313,-51.1029422",29564
3530201,MIRANTE DO PARANAPANEMA,35,SP,SAO PAULO,-22.2925861,-51.9071430,"-22.2925861,-51.907143",18259
3530300,MIRASSOL,35,SP,SAO PAULO,-20.8141411,-49.5074490,"-20.8141411,-49.507449",59824
3530409,MIRASSOLANDIA,35,SP,SAO PAULO,-20.6147204,-49.4628170,"-20.6147204,-49.462817",4871
3530508,MOCOCA,35,SP,SAO PAULO,-21.4647310,-47.0024050,"-21.464731,-47.002405",68885
3530607,MOGI DAS CRUZES,35,SP,SAO PAULO,-23.5234284,-46.1926671,"-23.5234284,-46.1926671",445842
3530706,MOGI GUACU,35,SP,SAO PAULO,-22.3722220,-46.9425000,"-22.372222,-46.9425",151888
3530805,MOGI MIRIM,35,SP,SAO PAULO,-22.4330090,-46.9581629,"-22.433009,-46.9581629",93189
3530904,MOMBUCA,35,SP,SAO PAULO,-22.9293093,-47.5650724,"-22.9293093,-47.5650724",3493
3531001,MONCOES,35,SP,SAO PAULO,-20.8509490,-50.0975370,"-20.850949,-50.097537",2259
3531100,MONGAGUA,35,SP,SAO PAULO,-24.0959454,-46.6234361,"-24.0959454,-46.6234361",56702
3531209,MONTE ALEGRE DO SUL,35,SP,SAO PAULO,-22.6818610,-46.6798783,"-22.681861,-46.6798783",8038
3531308,MONTE ALTO,35,SP,SAO PAULO,-21.2655450,-48.4970660,"-21.265545,-48.497066",50498
3531407,MONTE APRAZIVEL,35,SP,SAO PAULO,-20.7625702,-49.7088402,"-20.7625702,-49.7088402",25087
3531506,MONTE AZUL PAULISTA,35,SP,SAO PAULO,-20.9064900,-48.6387170,"-20.90649,-48.638717",19008
3531605,MONTE CASTELO,35,SP,SAO PAULO,-21.3006353,-51.5686963,"-21.3006353,-51.5686963",4166
3531704,MONTEIRO LOBATO,35,SP,SAO PAULO,-22.9546503,-45.8383284,"-22.9546503,-45.8383284",4653
3531803,MONTE MOR,35,SP,SAO PAULO,-22.9450430,-47.3121820,"-22.945043,-47.312182",59772
3531902,MORRO AGUDO,35,SP,SAO PAULO,-20.7276692,-48.0527950,"-20.7276692,-48.052795",32968
3532009,MORUNGABA,35,SP,SAO PAULO,-22.8800000,-46.7916700,"-22.88,-46.79167",13622
3532058,MOTUCA,35,SP,SAO PAULO,-21.5095864,-48.1503832,"-21.5095864,-48.1503832",4758
3532108,MURUTINGA DO SUL,35,SP,SAO PAULO,-20.9913722,-51.2782237,"-20.9913722,-51.2782237",4486
3532157,NANTES,35,SP,SAO PAULO,-22.6191472,-51.2382255,"-22.6191472,-51.2382255",3141
3532207,NARANDIBA,35,SP,SAO PAULO,-22.4080573,-51.5251755,"-22.4080573,-51.5251755",4857
3532306,NATIVIDADE DA SERRA,35,SP,SAO PAULO,-23.3783786,-45.4438173,"-23.3783786,-45.4438173",6661
3532405,NAZARE PAULISTA,35,SP,SAO PAULO,-23.1819309,-46.3992986,"-23.1819309,-46.3992986",18524
3532504,NEVES PAULISTA,35,SP,SAO PAULO,-20.8429920,-49.6357670,"-20.842992,-49.635767",8930
3532603,NHANDEARA,35,SP,SAO PAULO,-20.6942747,-50.0406162,"-20.6942747,-50.0406162",11478
3532702,NIPOA,35,SP,SAO PAULO,-20.9126469,-49.7791476,"-20.9126469,-49.7791476",5213
3532801,NOVA ALIANCA,35,SP,SAO PAULO,-21.0163728,-49.4981128,"-21.0163728,-49.4981128",6973
3532827,NOVA CAMPINA,35,SP,SAO PAULO,-24.1225305,-48.9054041,"-24.1225305,-48.9054041",9755
3532843,NOVA CANAA PAULISTA,35,SP,SAO PAULO,-20.3872473,-50.9481571,"-20.3872473,-50.9481571",1881
3532868,NOVA CASTILHO,35,SP,SAO PAULO,-20.7638386,-50.3427479,"-20.7638386,-50.3427479",1267
3532900,NOVA EUROPA,35,SP,SAO PAULO,-21.7808203,-48.5661712,"-21.7808203,-48.5661712",11186
3533007,NOVA GRANADA,35,SP,SAO PAULO,-20.5345426,-49.3186951,"-20.5345426,-49.3186951",21500
3533106,NOVA GUATAPORANGA,35,SP,SAO PAULO,-21.3330061,-51.6465874,"-21.3330061,-51.6465874",2316
3533205,NOVA INDEPENDENCIA,35,SP,SAO PAULO,-21.1066536,-51.4910804,"-21.1066536,-51.4910804",3969
3533254,NOVAIS,35,SP,SAO PAULO,-20.9941576,-48.9188283,"-20.9941576,-48.9188283",5830
3533304,NOVA LUZITANIA,35,SP,SAO PAULO,-20.8558333,-50.2619444,"-20.8558333,-50.2619444",4101
3533403,NOVA ODESSA,35,SP,SAO PAULO,-22.7831860,-47.2940590,"-22.783186,-47.294059",60174
3533502,NOVO HORIZONTE,35,SP,SAO PAULO,-21.4674564,-49.2235377,"-21.4674564,-49.2235377",41052
3533601,NUPORANGA,35,SP,SAO PAULO,-20.7308770,-47.7522561,"-20.730877,-47.7522561",7432
3533700,OCAUCU,35,SP,SAO PAULO,-22.4396255,-49.9226712,"-22.4396255,-49.9226712",4289
3533809,OLEO,35,SP,SAO PAULO,-22.9422754,-49.3408082,"-22.9422754,-49.3408082",2496
3533908,OLIMPIA,35,SP,SAO PAULO,-20.7366340,-48.9106250,"-20.736634,-48.910625",54772
3534005,ONDA VERDE,35,SP,SAO PAULO,-20.6071428,-49.2950997,"-20.6071428,-49.2950997",4381
3534104,ORIENTE,35,SP,SAO PAULO,-22.1525442,-50.0935645,"-22.1525442,-50.0935645",6515
3534203,ORINDIUVA,35,SP,SAO PAULO,-20.1819444,-49.3508333,"-20.1819444,-49.3508333",7066
3534302,ORLANDIA,35,SP,SAO PAULO,-20.7202780,-47.8866670,"-20.720278,-47.886667",44028
3534401,OSASCO,35,SP,SAO PAULO,-23.5324859,-46.7916801,"-23.5324859,-46.7916801",698418
3534500,OSCAR BRESSANE,35,SP,SAO PAULO,-22.3148740,-50.2811180,"-22.314874,-50.281118",2603
3534609,OSVALDO CRUZ,35,SP,SAO PAULO,-21.7962773,-50.8791190,"-21.7962773,-50.879119",32879
3534708,OURINHOS,35,SP,SAO PAULO,-22.9777918,-49.8682040,"-22.9777918,-49.868204",113542
3534757,OUROESTE,35,SP,SAO PAULO,-20.0013584,-50.3736414,"-20.0013584,-50.3736414",10361
3534807,OURO VERDE,35,SP,SAO PAULO,-21.4892638,-51.7025981,"-21.4892638,-51.7025981",8562
3534906,PACAEMBU,35,SP,SAO PAULO,-23.5483884,-46.6678702,"-23.5483884,-46.6678702",14197
3535002,PALESTINA,35,SP,SAO PAULO,-20.3893440,-49.4320384,"-20.389344,-49.4320384",12957
3535101,PALMARES PAULISTA,35,SP,SAO PAULO,-21.0853690,-48.8036560,"-21.085369,-48.803656",13275
3535200,PALMEIRA D'OESTE,35,SP,SAO PAULO,-20.4168187,-50.7621590,"-20.4168187,-50.762159",9283
3535309,PALMITAL,35,SP,SAO PAULO,-22.7863840,-50.2198965,"-22.786384,-50.2198965",22221
3535408,PANORAMA,35,SP,SAO PAULO,-21.3612672,-51.8572739,"-21.3612672,-51.8572739",15777
3535507,PARAGUACU PAULISTA,35,SP,SAO PAULO,-22.4203497,-50.5792099,"-22.4203497,-50.5792099",45703
3535606,PARAIBUNA,35,SP,SAO PAULO,-23.3864203,-45.6626797,"-23.3864203,-45.6626797",18222
3535705,PARAISO,35,SP,SAO PAULO,-21.0159110,-48.7761050,"-21.015911,-48.776105",6454
3535804,PARANAPANEMA,35,SP,SAO PAULO,-23.3901610,-48.7208680,"-23.390161,-48.720868",20197
